temperature,humidity,wind_speed,wind_direction,cloud_cover,pressure,visibility,precipitation,uv_index,dew_point,weather
27.8,92.0,41.2,152.0,88.2,1004.4,6.4,30.0,1.2,14.5,Thunderstorm
7.7,87.6,8.5,330.5,71.9,1010.0,0.8,0.4,0.8,11.6,Foggy
14.0,56.4,12.5,219.6,86.4,1011.5,8.8,2.7,2.0,8.4,Cloudy
20.9,63.6,21.4,206.8,62.3,1010.2,5.7,1.8,3.5,11.3,Cloudy
23.8,53.3,17.2,313.4,33.6,1023.6,10.1,0.8,6.4,16.6,Partly Cloudy
14.8,86.7,14.2,39.6,81.1,1010.0,7.9,7.5,1.8,12.5,Rainy
14.2,70.7,9.4,57.8,78.1,1011.0,5.4,5.0,3.0,15.6,Cloudy
22.0,78.9,47.2,5.5,93.2,1001.0,4.4,12.0,1.0,14.0,Thunderstorm
19.6,84.8,17.8,316.0,97.1,993.7,11.4,11.0,2.8,15.1,Rainy
19.5,79.3,37.8,171.5,93.6,1008.6,6.3,3.5,4.4,13.7,Rainy
8.3,74.4,25.2,207.9,98.6,1010.0,4.7,13.1,2.0,11.6,Rainy
29.5,46.0,13.8,10.4,0.0,1009.3,15.7,0.2,6.2,13.1,Sunny
16.6,49.3,12.7,318.9,73.0,1009.3,0.8,0.8,2.5,17.6,Cloudy
15.4,62.9,16.6,251.6,81.7,1004.4,11.6,1.0,5.3,15.4,Cloudy
11.9,90.9,23.5,192.5,90.1,1011.9,6.5,10.2,1.5,14.8,Rainy
28.2,84.3,61.6,10.7,90.9,999.5,5.1,1.5,0.5,14.4,Thunderstorm
22.1,35.4,19.4,239.7,22.8,1011.9,13.7,0.0,7.9,13.2,Partly Cloudy
16.9,40.8,11.8,269.0,51.8,1005.3,13.4,0.0,4.2,12.2,Partly Cloudy
12.8,84.0,12.0,105.2,85.0,1007.2,5.9,11.1,1.8,11.4,Rainy
12.3,87.1,3.9,103.4,55.4,1012.8,2.3,0.0,2.4,9.6,Foggy
36.5,45.3,6.4,42.4,22.7,1017.8,12.9,0.6,10.7,11.5,Sunny
27.0,62.9,3.5,34.1,32.5,1018.0,10.7,3.9,5.3,7.7,Partly Cloudy
23.1,57.3,24.5,186.2,23.9,1013.8,10.5,1.0,4.9,12.5,Partly Cloudy
23.3,82.3,24.7,18.3,79.6,1018.7,6.2,11.5,2.5,14.9,Rainy
27.9,42.6,21.4,340.6,20.3,1013.2,17.2,0.0,4.3,12.2,Partly Cloudy
16.2,77.9,21.7,225.8,84.5,1008.1,4.7,6.4,2.2,9.1,Rainy
19.0,84.9,0.0,337.5,98.6,1002.8,9.5,5.4,1.7,10.8,Rainy
16.6,99.8,23.9,267.5,91.2,993.1,4.4,7.7,2.8,15.2,Rainy
36.2,45.1,7.2,194.6,25.3,1015.9,9.8,0.0,7.0,10.3,Sunny
14.1,88.8,2.2,78.3,40.3,1013.5,1.2,0.0,2.1,12.2,Foggy
28.1,42.8,15.5,31.9,66.4,1009.2,12.7,0.0,3.5,11.0,Partly Cloudy
14.9,79.5,25.3,79.5,89.0,1006.3,5.1,7.4,3.0,18.0,Rainy
22.6,77.7,8.5,150.5,98.3,990.5,3.9,11.3,2.5,14.8,Thunderstorm
10.5,84.3,22.2,66.1,100.0,1005.5,6.6,9.4,1.7,11.4,Rainy
23.4,45.1,18.8,186.6,29.4,1021.6,14.5,1.0,5.1,19.8,Partly Cloudy
27.0,63.3,15.0,164.9,38.6,1007.9,11.6,0.0,4.5,12.6,Partly Cloudy
30.6,45.1,9.7,185.6,22.2,1008.7,9.6,1.7,4.6,16.9,Partly Cloudy
13.9,72.5,17.9,117.9,77.5,1009.8,7.7,5.7,0.8,14.6,Rainy
12.5,95.2,4.3,170.1,77.9,1012.7,0.0,0.0,2.3,6.0,Foggy
10.1,60.7,18.3,71.1,72.3,999.2,7.6,4.0,3.8,13.3,Cloudy
31.1,87.7,73.3,250.0,90.2,991.3,3.7,9.9,0.8,16.9,Thunderstorm
9.6,91.6,3.8,142.9,60.0,1014.9,3.8,0.2,3.0,15.7,Foggy
28.0,62.7,16.9,50.5,47.2,1012.6,12.4,0.0,2.4,12.9,Partly Cloudy
26.3,44.8,16.0,113.5,35.5,1006.2,15.3,0.5,4.7,15.2,Partly Cloudy
25.0,62.5,13.2,218.2,38.3,1025.6,8.4,1.5,3.5,15.1,Partly Cloudy
13.6,57.1,20.8,86.6,80.5,1003.3,6.4,1.8,3.7,11.7,Cloudy
23.1,17.9,8.8,39.6,17.9,1017.4,14.7,0.7,7.8,18.4,Sunny
22.9,51.6,10.8,140.5,4.7,1017.3,15.6,0.0,6.9,15.7,Sunny
27.5,16.8,7.5,304.3,16.0,1013.3,17.7,0.1,8.4,9.6,Sunny
17.3,39.9,6.1,109.9,80.7,998.7,5.7,5.0,3.2,11.3,Cloudy
23.6,55.7,16.1,296.1,45.2,1013.9,9.8,2.5,3.0,13.6,Partly Cloudy
15.4,93.4,29.7,209.9,94.6,1002.1,6.5,7.5,2.9,12.7,Thunderstorm
24.4,41.1,20.4,308.4,43.5,1022.0,15.7,0.7,6.1,15.0,Partly Cloudy
17.8,72.6,14.6,118.9,64.7,1022.5,4.6,6.2,2.6,15.3,Cloudy
24.3,48.3,21.6,42.6,38.9,1010.5,10.6,1.7,6.3,7.4,Partly Cloudy
15.2,63.7,10.5,232.8,70.4,1006.5,10.6,2.6,3.0,9.4,Cloudy
7.9,93.5,6.4,183.8,64.7,1005.8,3.0,0.1,2.4,2.2,Foggy
16.8,57.9,12.9,279.5,63.3,1009.8,12.4,0.5,5.4,11.9,Partly Cloudy
18.9,91.8,45.6,44.5,100.0,1003.9,6.5,14.3,0.8,26.6,Thunderstorm
21.0,94.4,55.6,332.3,96.3,1004.3,3.8,18.8,0.1,14.2,Thunderstorm
31.0,48.8,15.3,282.9,26.4,1025.0,8.9,0.9,7.0,9.1,Partly Cloudy
13.6,86.8,21.9,223.9,90.7,1021.9,4.1,3.7,1.8,11.1,Rainy
15.2,61.8,10.2,40.5,89.9,1010.8,8.2,1.1,2.4,12.4,Cloudy
19.1,61.4,15.5,201.8,52.5,1014.2,11.8,0.6,6.9,10.2,Partly Cloudy
22.4,42.4,17.0,164.4,45.5,1013.8,16.2,0.6,2.8,12.9,Partly Cloudy
18.0,63.3,28.4,153.7,49.1,1005.5,2.9,3.3,1.8,14.6,Cloudy
29.3,85.6,34.0,126.3,95.5,1006.3,2.9,18.9,1.3,13.8,Thunderstorm
15.7,69.2,22.8,145.7,75.2,1010.7,11.6,4.0,2.9,8.4,Cloudy
17.5,86.3,28.1,115.8,88.1,1021.9,5.1,9.8,0.8,10.2,Rainy
16.2,93.1,20.3,179.8,91.8,1012.8,8.5,10.2,2.2,9.0,Rainy
21.0,17.5,12.8,131.2,30.3,1019.4,10.4,1.6,6.7,10.9,Partly Cloudy
28.3,44.5,11.3,107.2,0.0,1021.9,12.5,0.0,9.2,14.8,Sunny
13.6,71.3,23.3,41.7,100.0,1004.3,6.9,9.8,1.4,13.9,Rainy
8.9,96.6,6.4,264.6,89.1,1007.0,0.8,0.5,3.2,6.3,Foggy
30.6,26.3,11.7,266.0,9.4,1014.8,12.3,0.0,6.4,5.6,Sunny
14.8,75.4,21.0,290.4,82.9,1005.7,7.2,6.1,2.1,12.8,Rainy
15.5,92.2,29.2,198.8,98.1,994.0,5.8,11.2,0.6,9.1,Rainy
11.2,75.3,31.2,153.0,87.9,1017.7,5.1,11.2,0.9,14.5,Rainy
8.3,92.6,2.4,257.0,53.4,1021.4,3.3,0.5,3.2,11.0,Foggy
9.8,87.1,18.9,303.1,90.1,989.9,8.2,11.4,1.4,16.1,Rainy
8.4,95.7,1.4,310.1,48.8,1009.8,1.9,0.2,1.3,13.3,Foggy
18.3,52.5,16.6,117.9,69.9,1019.1,12.3,1.6,2.3,14.7,Cloudy
23.9,32.1,15.4,130.9,11.2,1012.8,7.2,0.0,8.0,8.1,Sunny
30.3,28.3,9.0,355.1,20.9,1022.7,16.8,0.7,8.7,11.9,Sunny
18.5,44.5,18.2,9.4,52.8,1015.7,8.6,2.3,5.9,4.9,Partly Cloudy
22.8,83.0,17.1,240.7,64.2,1013.1,9.7,2.9,2.4,14.1,Cloudy
17.4,70.4,23.7,178.1,77.3,1019.7,12.6,3.4,4.9,15.9,Cloudy
3.0,94.0,5.9,331.1,65.3,1010.3,2.9,0.8,1.1,10.3,Foggy
12.6,83.2,26.2,56.1,78.6,994.1,7.6,6.7,3.3,9.0,Rainy
17.5,65.4,23.3,0.4,76.6,1021.5,6.6,1.4,4.4,14.3,Cloudy
33.0,30.6,14.7,31.2,28.6,1013.2,16.3,1.3,9.2,13.6,Sunny
26.7,63.2,13.0,55.1,34.1,1020.7,11.2,0.7,5.0,14.3,Partly Cloudy
23.2,88.9,51.2,49.1,93.7,992.4,7.5,8.6,0.8,21.1,Thunderstorm
22.0,78.6,50.0,94.2,99.9,1002.9,4.3,23.3,3.1,19.5,Thunderstorm
32.7,27.7,5.4,28.0,0.0,1013.8,15.5,0.1,9.5,12.5,Sunny
10.1,88.4,7.9,75.5,64.1,1017.8,1.8,1.0,1.4,11.2,Foggy
16.9,53.8,11.3,17.1,34.0,1012.2,9.5,0.1,4.6,15.7,Partly Cloudy
29.6,43.3,20.0,65.2,47.2,1016.6,9.7,2.1,3.3,11.9,Partly Cloudy
17.3,91.9,52.0,99.1,93.1,996.2,5.4,15.1,1.4,18.5,Thunderstorm
24.9,56.5,5.9,262.8,61.6,1010.6,12.0,0.8,3.4,7.3,Partly Cloudy
28.3,40.6,19.3,284.8,13.2,1022.2,12.1,0.2,6.7,12.6,Sunny
21.0,45.0,12.5,173.2,38.1,1006.8,17.2,1.2,5.0,16.7,Partly Cloudy
16.8,71.8,17.8,346.4,76.9,1011.3,5.0,1.5,3.2,13.1,Cloudy
18.0,74.0,18.8,154.8,84.5,1005.7,4.9,6.7,2.8,10.2,Rainy
28.3,21.9,14.2,123.3,0.0,1021.6,14.9,0.0,5.5,9.8,Sunny
21.8,79.4,58.5,92.4,94.6,995.3,5.4,5.2,2.0,18.2,Thunderstorm
29.8,42.1,24.5,349.2,30.4,1018.8,10.0,1.6,5.2,15.6,Partly Cloudy
18.6,79.4,28.1,155.6,92.7,993.9,2.7,14.2,1.6,20.0,Thunderstorm
16.4,79.8,24.1,226.8,88.6,991.7,4.8,22.0,1.5,17.5,Thunderstorm
23.4,16.8,8.0,332.4,15.7,1016.8,15.9,0.0,10.3,8.5,Sunny
33.1,47.9,8.5,89.9,22.6,1014.5,14.6,0.0,5.9,11.3,Sunny
10.2,97.2,3.6,91.0,46.0,1015.3,2.3,0.5,2.2,8.1,Foggy
16.1,90.1,4.4,302.1,89.9,1012.0,2.2,1.1,1.6,12.6,Foggy
29.9,79.6,37.9,146.4,100.0,975.4,5.0,18.6,1.1,10.0,Thunderstorm
23.5,45.9,18.2,7.1,40.6,1016.3,9.9,1.6,3.3,21.7,Partly Cloudy
24.9,45.8,11.8,56.8,3.7,1018.0,16.2,0.2,7.2,8.7,Sunny
23.6,87.5,48.6,343.4,92.2,1000.7,5.8,17.2,1.6,15.9,Thunderstorm
30.5,45.6,11.0,160.3,44.2,1014.0,12.1,0.8,6.1,17.5,Partly Cloudy
21.1,63.3,25.0,333.6,65.4,1013.3,12.0,3.2,2.8,12.7,Cloudy
19.2,76.3,58.5,120.6,96.7,998.8,5.5,5.0,1.2,18.8,Thunderstorm
21.8,49.0,14.0,300.6,71.2,998.4,12.8,0.0,8.1,15.4,Partly Cloudy
11.1,96.0,4.1,30.2,73.3,1017.4,3.0,1.4,0.7,10.0,Foggy
13.6,57.1,16.8,213.7,98.1,1014.7,14.0,3.3,3.3,8.7,Cloudy
40.2,27.9,14.4,78.5,0.0,1017.8,12.6,0.0,5.4,8.9,Sunny
14.2,83.8,46.5,219.8,90.6,1021.3,4.0,6.0,4.1,17.3,Rainy
19.5,64.2,25.5,186.8,76.7,1009.8,6.1,3.5,2.7,17.3,Cloudy
15.2,69.1,27.9,236.1,100.0,1000.6,6.3,5.9,0.9,11.1,Rainy
34.0,37.1,17.0,35.7,9.3,1018.4,13.4,0.0,8.1,19.5,Sunny
39.0,38.0,13.0,86.3,9.4,1014.4,15.4,0.2,8.0,12.1,Sunny
25.6,36.4,0.0,135.5,7.0,1013.0,14.4,0.0,8.3,10.9,Sunny
17.2,76.3,32.3,286.5,97.7,1001.0,6.6,0.0,0.8,14.7,Thunderstorm
21.2,77.9,59.7,234.1,100.0,1005.9,1.2,20.0,1.7,18.0,Thunderstorm
19.8,77.6,27.5,201.8,79.3,1012.2,3.8,7.5,1.9,13.6,Rainy
27.9,38.8,3.8,106.7,36.9,1010.1,12.3,1.0,5.2,16.0,Partly Cloudy
12.0,89.9,14.2,247.4,94.0,1000.5,6.2,9.6,2.5,9.2,Rainy
31.5,40.9,9.3,342.1,36.7,1018.7,12.5,1.8,5.3,17.7,Partly Cloudy
37.8,23.1,9.9,249.3,14.0,1020.4,11.4,0.0,6.8,6.1,Sunny
25.2,53.4,20.3,331.0,26.2,1015.5,10.7,0.0,5.5,20.9,Partly Cloudy
26.7,75.7,13.1,294.7,93.1,996.0,11.1,2.5,3.2,11.3,Cloudy
13.6,94.2,31.4,42.0,92.4,996.6,6.3,7.9,1.7,16.6,Rainy
10.7,76.9,21.2,249.2,99.7,1011.7,4.7,9.0,1.2,13.7,Rainy
22.3,65.1,18.5,191.2,84.8,1021.5,6.5,0.9,2.0,13.5,Cloudy
19.7,42.8,14.1,192.7,53.7,1012.8,13.1,0.4,7.3,15.4,Partly Cloudy
22.8,56.7,19.6,223.4,45.7,1015.3,11.7,1.7,5.1,6.7,Partly Cloudy
17.1,95.5,3.0,54.8,100.0,1011.5,1.3,0.5,1.9,10.8,Foggy
36.8,50.4,11.9,281.9,6.9,1012.4,14.8,0.0,6.2,6.4,Sunny
31.3,22.7,11.1,145.4,20.8,1012.1,11.8,0.2,8.7,9.8,Sunny
26.1,82.4,24.9,96.9,97.3,1007.3,1.5,7.1,0.8,20.1,Thunderstorm
33.5,17.6,9.2,359.0,13.6,1022.9,17.5,0.0,6.8,15.0,Sunny
24.8,94.0,60.2,96.6,100.0,999.7,5.6,4.2,2.2,23.7,Thunderstorm
29.7,93.4,38.7,201.0,99.5,1001.7,4.2,17.6,1.1,22.6,Thunderstorm
16.0,83.7,26.2,51.3,94.9,991.4,6.9,12.7,1.6,13.1,Rainy
6.4,87.1,5.0,164.1,60.4,1007.7,1.7,0.2,1.4,8.5,Foggy
24.8,83.3,41.5,57.7,89.1,1000.8,4.2,13.0,1.5,20.1,Thunderstorm
15.9,63.3,19.8,309.4,79.8,1002.4,8.3,0.1,4.2,16.7,Cloudy
13.8,72.2,22.8,310.9,89.8,1005.5,6.0,7.6,2.1,15.8,Rainy
6.4,71.4,25.6,276.0,87.6,1008.7,8.5,7.3,2.9,8.2,Rainy
16.7,90.4,23.8,55.4,100.0,1006.8,3.3,7.8,1.4,11.8,Rainy
18.0,72.1,30.1,98.5,100.0,1000.1,1.2,7.4,0.9,12.0,Rainy
13.0,79.1,20.1,355.2,92.9,1014.6,9.4,3.0,3.9,21.0,Cloudy
11.2,94.3,6.4,230.5,64.3,1011.4,0.7,1.6,1.4,5.5,Foggy
17.9,84.3,30.6,159.4,89.1,998.7,8.0,5.1,1.9,9.3,Rainy
33.4,32.8,12.6,157.2,19.3,1023.3,20.2,0.0,9.4,12.9,Sunny
21.8,69.9,23.0,158.8,69.0,1000.4,4.5,0.2,2.6,17.3,Cloudy
31.4,25.2,12.4,195.7,15.1,1011.4,17.3,0.0,8.5,12.8,Sunny
20.0,63.4,20.8,11.2,88.4,1007.1,4.2,0.5,2.8,14.4,Cloudy
12.3,88.9,21.8,256.3,90.1,1001.3,6.6,7.0,0.0,13.9,Rainy
11.6,90.1,0.8,268.2,77.1,996.4,2.8,0.7,2.7,9.1,Foggy
32.2,40.0,3.0,156.6,1.6,1009.8,15.5,0.0,9.5,14.7,Sunny
17.9,61.3,21.6,68.1,85.9,1005.1,3.3,1.5,2.9,15.6,Cloudy
10.3,93.0,3.3,281.5,64.3,1011.3,3.0,0.7,2.3,8.0,Foggy
11.0,57.8,31.2,6.6,94.8,1012.4,8.2,10.1,1.8,14.0,Rainy
17.6,72.3,18.5,312.1,73.3,1003.4,5.9,3.0,2.7,18.4,Cloudy
25.2,41.0,5.1,65.2,20.0,1015.5,20.6,0.2,8.5,14.6,Sunny
19.1,63.3,17.0,233.2,67.7,1014.3,4.0,1.0,3.3,7.7,Cloudy
12.3,83.4,18.5,291.6,96.8,1000.7,7.9,3.6,1.8,8.9,Rainy
19.3,67.0,25.6,153.3,71.9,1005.2,0.0,2.7,3.3,16.1,Cloudy
11.3,85.9,6.2,69.4,60.2,1011.4,0.6,0.4,1.1,8.8,Foggy
22.3,82.4,28.1,324.8,90.3,1002.6,2.3,18.3,2.1,19.4,Thunderstorm
30.1,29.5,10.4,347.3,21.3,1012.0,13.7,0.1,9.7,7.0,Sunny
13.1,90.9,4.9,213.4,52.5,1017.5,0.7,0.6,2.3,17.5,Foggy
16.7,63.2,14.9,339.7,63.7,1018.6,9.5,2.7,3.3,9.6,Cloudy
13.0,76.7,14.2,254.4,94.2,1002.7,4.4,10.4,2.5,8.6,Rainy
19.0,90.0,54.0,80.2,91.4,997.0,3.5,12.7,2.9,15.3,Thunderstorm
26.7,36.2,17.0,116.4,55.1,1013.8,11.8,0.5,2.7,10.1,Partly Cloudy
28.8,54.8,22.7,184.5,44.6,1018.1,11.2,0.0,6.5,11.6,Partly Cloudy
25.5,85.3,26.7,301.1,82.9,995.8,6.2,1.1,1.6,8.3,Rainy
18.8,88.8,55.3,176.6,96.5,997.5,3.4,17.6,2.6,14.2,Thunderstorm
29.7,73.0,12.4,168.4,44.8,1014.7,10.7,-0.0,6.1,12.9,Partly Cloudy
21.1,39.1,12.9,128.2,0.0,1020.5,16.4,0.6,9.1,14.5,Sunny
25.0,61.9,10.0,310.0,54.8,1009.9,10.6,0.8,3.4,8.0,Partly Cloudy
28.0,76.7,70.8,40.2,91.0,1006.9,6.6,28.7,1.8,25.5,Thunderstorm
24.1,30.9,7.5,17.8,6.4,1021.0,12.6,0.2,8.2,16.3,Sunny
18.7,85.1,24.1,318.6,99.6,1005.6,3.4,22.6,1.4,16.3,Thunderstorm
40.4,50.2,10.2,124.3,6.5,1020.8,9.5,0.0,6.4,14.0,Sunny
7.9,84.7,45.2,318.6,100.0,998.1,0.0,3.9,1.5,12.5,Thunderstorm
21.5,64.1,25.7,150.5,68.9,1013.0,7.5,3.3,3.5,15.5,Cloudy
30.4,27.1,8.6,226.7,4.4,1017.1,13.7,0.0,6.4,9.0,Sunny
22.8,45.9,8.4,103.3,17.3,1011.4,14.9,0.3,6.7,6.2,Sunny
17.9,81.7,16.6,126.4,67.9,1001.4,7.7,2.8,3.5,8.2,Cloudy
15.2,76.9,21.3,331.8,94.4,1009.0,11.3,11.0,2.6,11.3,Rainy
18.0,46.8,21.5,94.0,80.8,1014.6,6.9,3.2,2.6,14.6,Cloudy
22.9,76.3,19.2,183.2,82.9,1007.7,6.2,4.5,2.2,8.1,Rainy
26.6,29.9,12.3,306.7,10.3,1018.9,15.2,0.0,11.6,13.3,Sunny
12.2,94.6,26.5,305.6,88.6,995.1,4.2,1.4,2.5,2.3,Rainy
17.0,87.1,29.9,106.2,100.0,979.9,6.8,14.3,1.8,16.5,Thunderstorm
20.2,85.8,31.3,82.7,93.0,996.9,0.0,8.5,2.8,15.9,Thunderstorm
18.7,94.3,63.9,125.7,97.5,995.4,2.5,8.5,1.9,18.3,Thunderstorm
5.9,74.2,28.7,266.7,88.2,1016.1,5.3,4.1,2.9,13.1,Rainy
28.2,38.5,9.7,243.2,21.9,1022.1,18.0,0.0,8.3,14.3,Sunny
32.8,34.3,5.6,104.9,10.1,1018.3,16.4,-0.0,11.8,12.4,Sunny
11.6,90.2,6.5,124.9,74.1,1018.2,2.7,0.9,1.0,10.5,Foggy
19.0,82.1,25.0,242.3,58.4,1015.0,13.2,3.8,2.6,15.2,Cloudy
23.1,41.9,5.7,288.9,16.2,1030.9,16.6,0.0,7.7,18.5,Sunny
11.9,64.0,15.3,79.6,58.5,1003.5,6.6,1.8,3.7,10.4,Cloudy
17.9,82.0,65.9,132.4,96.4,989.5,4.5,23.8,1.9,14.1,Thunderstorm
9.7,92.7,6.8,73.5,62.1,1012.2,2.0,0.5,2.1,9.8,Foggy
18.8,79.0,23.8,177.8,95.3,986.4,7.1,9.3,2.5,6.2,Rainy
24.3,73.0,33.9,144.4,100.0,993.1,5.6,23.1,1.6,18.3,Thunderstorm
16.7,58.9,11.0,172.7,80.6,1007.0,10.5,1.6,2.0,14.6,Cloudy
21.0,88.0,18.9,40.3,86.2,997.8,6.9,29.6,1.4,19.7,Thunderstorm
16.2,57.8,14.7,87.2,75.1,1010.9,4.6,2.5,2.9,12.4,Cloudy
23.1,61.7,25.9,81.7,88.4,1011.7,7.7,1.6,3.3,11.1,Cloudy
30.1,86.7,15.3,348.2,81.4,992.9,2.5,1.3,3.9,7.6,Cloudy
25.0,72.3,29.1,244.5,99.5,997.9,5.1,5.0,1.1,19.7,Thunderstorm
16.3,47.8,6.1,100.3,35.4,1008.0,15.3,0.4,3.9,19.2,Partly Cloudy
11.4,92.7,4.9,359.9,68.3,1012.5,1.8,0.9,2.7,10.8,Foggy
11.4,80.7,5.6,7.9,84.5,1013.0,1.6,0.0,1.2,8.3,Foggy
16.1,64.8,12.5,321.3,74.7,1007.1,8.5,1.3,4.1,10.8,Cloudy
21.7,54.9,21.8,259.0,30.7,1014.1,8.3,0.7,2.9,17.0,Partly Cloudy
16.1,85.8,26.2,295.2,86.9,999.7,3.1,10.1,0.8,10.4,Rainy
10.6,83.0,5.0,66.3,78.4,1016.7,2.0,0.6,2.0,9.5,Foggy
15.8,51.2,24.7,149.2,73.6,1006.6,9.4,0.3,2.7,10.6,Cloudy
29.2,36.8,12.1,310.7,24.5,1012.5,10.7,0.3,7.5,6.6,Sunny
9.1,99.2,4.0,179.3,70.8,1002.4,0.9,0.3,2.5,9.3,Foggy
23.4,45.2,10.2,162.4,23.0,1014.7,12.3,0.0,8.4,14.0,Sunny
28.5,80.5,34.2,309.2,93.8,990.0,3.4,20.6,1.7,18.7,Thunderstorm
13.3,93.2,7.0,63.4,71.6,1019.5,3.5,0.9,1.9,9.0,Foggy
17.8,38.3,12.5,149.9,51.7,1015.7,11.2,0.3,3.9,15.0,Partly Cloudy
25.2,50.3,15.9,98.5,22.7,1009.6,8.1,0.0,9.0,16.1,Partly Cloudy
7.6,85.9,5.9,48.0,41.7,1002.1,2.1,0.4,2.7,9.9,Foggy
26.0,30.9,17.6,201.6,22.0,1019.9,16.1,2.5,4.7,15.3,Partly Cloudy
8.8,97.1,4.5,154.8,71.4,1009.9,2.3,0.1,1.8,6.7,Foggy
17.4,74.8,20.7,204.0,100.0,999.2,8.4,9.3,3.0,12.5,Rainy
21.9,84.3,35.1,62.0,93.3,1008.7,1.8,9.9,1.7,13.7,Thunderstorm
12.1,75.0,32.2,314.3,90.6,1013.9,5.3,0.0,1.2,16.4,Rainy
12.0,84.1,16.9,16.2,100.0,1013.3,3.4,10.6,3.3,9.1,Rainy
21.1,44.4,24.9,26.0,60.2,1021.1,3.5,1.4,3.8,10.9,Cloudy
27.8,14.6,9.7,47.9,0.0,1014.4,12.8,0.0,8.5,18.9,Sunny
15.4,53.0,19.1,170.9,75.5,1017.9,6.9,0.0,2.4,14.2,Cloudy
21.5,87.7,46.9,17.0,92.8,1000.1,3.5,9.1,2.5,19.2,Thunderstorm
12.1,92.7,4.5,135.2,53.8,1007.0,2.1,0.0,3.4,4.8,Foggy
15.6,94.2,7.8,359.5,76.4,1012.1,3.1,0.7,2.9,11.4,Foggy
23.4,61.1,26.2,289.1,72.6,1007.2,5.8,5.1,3.5,13.2,Cloudy
23.5,81.0,49.5,145.5,96.2,989.7,5.8,11.8,2.0,25.2,Thunderstorm
12.7,79.2,40.2,198.6,94.6,1006.9,4.2,9.8,2.2,18.9,Thunderstorm
15.3,69.4,20.0,276.8,79.2,1006.8,9.8,1.9,3.5,17.9,Cloudy
20.2,92.5,45.9,2.3,100.0,997.2,8.7,27.1,2.1,16.6,Thunderstorm
23.2,45.8,11.1,155.9,19.0,1017.9,16.7,0.0,9.1,8.7,Sunny
29.4,20.9,10.7,241.5,14.9,1021.6,16.5,1.2,9.5,15.9,Sunny
13.2,90.7,3.3,61.6,80.2,1016.3,1.8,0.7,2.2,6.0,Foggy
19.7,68.2,21.5,71.7,88.3,1007.4,9.7,0.2,5.2,10.8,Cloudy
23.9,74.5,86.2,252.7,98.6,1013.3,4.8,12.9,1.5,21.6,Thunderstorm
26.3,65.0,17.6,315.0,67.3,998.4,7.6,0.4,3.9,12.2,Cloudy
30.5,40.9,14.0,68.8,10.6,1019.8,14.2,0.1,7.3,17.4,Sunny
14.1,78.1,29.8,116.4,83.3,1001.9,7.8,11.2,2.9,12.1,Rainy
24.5,58.4,2.8,100.4,8.9,1013.3,10.4,1.2,6.8,15.8,Partly Cloudy
33.2,36.6,9.1,174.6,12.7,1019.1,13.3,0.0,8.3,11.4,Sunny
8.3,98.3,5.5,251.3,64.9,1020.3,1.1,0.7,2.7,10.5,Foggy
17.1,95.4,31.1,270.7,92.2,991.9,6.5,21.8,2.5,20.2,Thunderstorm
26.2,47.1,20.1,153.9,43.3,1018.3,19.4,2.7,7.2,17.3,Partly Cloudy
7.3,93.8,6.0,48.2,55.8,1009.9,1.2,0.9,1.7,7.6,Foggy
19.9,79.4,32.8,143.4,99.0,997.0,0.1,12.9,1.6,11.0,Thunderstorm
7.0,96.6,3.3,133.0,67.1,1023.6,0.1,1.0,1.6,7.8,Foggy
22.9,82.6,44.1,17.3,89.5,1014.3,3.9,18.1,0.3,14.7,Thunderstorm
7.9,89.0,6.7,42.1,41.4,1007.6,1.7,0.6,1.9,6.5,Foggy
17.3,72.4,17.2,2.2,96.2,1012.7,9.1,4.1,2.4,14.7,Rainy
27.1,56.9,11.9,230.7,62.5,1017.6,6.8,4.1,1.8,13.2,Cloudy
14.0,80.9,23.6,263.7,81.0,1008.6,4.6,14.0,2.3,18.3,Rainy
29.7,57.6,17.4,313.7,41.0,1013.4,12.1,1.1,3.6,13.4,Partly Cloudy
10.4,93.0,1.8,168.7,100.0,1016.3,4.2,1.5,1.8,11.0,Foggy
36.3,26.3,9.3,149.2,12.8,1016.3,20.6,0.4,7.7,3.9,Sunny
37.1,18.6,16.5,174.4,2.1,1019.8,10.4,0.0,9.3,13.2,Sunny
23.3,44.8,14.2,288.3,50.1,1014.2,11.2,0.4,1.3,7.6,Partly Cloudy
17.9,82.0,19.4,296.5,99.1,1004.6,6.3,5.9,1.5,10.3,Rainy
21.4,86.6,70.9,349.2,93.5,997.8,5.5,14.6,1.4,17.1,Thunderstorm
3.5,100.0,5.2,214.3,89.3,1014.9,2.8,1.1,3.0,7.3,Foggy
20.3,91.7,33.9,192.3,99.4,996.4,8.9,14.6,1.5,19.3,Thunderstorm
8.6,91.6,5.3,152.7,27.3,1010.3,2.1,0.0,1.8,9.6,Foggy
23.6,54.7,16.1,57.7,52.7,1013.1,10.8,2.6,3.6,12.3,Partly Cloudy
16.3,76.9,34.6,61.4,90.2,994.3,8.2,6.4,1.8,13.6,Rainy
23.2,86.4,28.7,339.8,100.0,1011.2,5.8,3.9,1.3,21.5,Thunderstorm
3.0,90.2,3.2,121.0,69.0,1010.2,3.2,0.0,1.3,5.6,Foggy
35.4,40.1,4.6,300.6,12.5,1012.0,15.6,0.0,8.1,10.6,Sunny
22.2,50.0,18.5,42.2,48.6,1026.3,8.8,1.0,4.4,16.3,Partly Cloudy
